"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Harrelson Pre-K/Head Start","36.4299831","-88.33059939999998","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 247-3152","143 Puryear Country Club Rd","Puryear","TN","38251-3418","84606"
"Stuart Head Start/Pre K","35.1692507","-84.83748609999998","Family Resource Agency, Inc.
3680 Michigan Avenue Rd NE
Cleveland, TN 37323-5721
(423)303-3536
","04CH010316","000","Head Start","Head Start","Family Resource Agency, Inc.","","3680 Michigan Avenue Rd NE ","Cleveland","TN","37323-5721","(423) 476-8246","20th Street NW","Cleveland","TN","37312","82074"
"Harris Head Start","35.4902479","-86.46528869999997","South Central Human Resource Agency
1437 Winchester Hwy
Fayetteville, TN 37334-2757
(931)433-7182 - 182
","04CH4650","000","Head Start","Head Start","South Central Human Resource Agency","","1437 Winchester Hwy ","Fayetteville","TN","37334-2757","(931) 773-0033","610 Elm St","Shelbyville","TN","37160-2708","32678"
"Lake Terrace","36.3523052","-82.35443250000003","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY
301 Louis St
Kingsport, TN 37660-5181
(423)230-3732
","04CH4688","000","Head Start","Head Start","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY","","301 Louis St ","Kingsport","TN","37660-5181","(423) 282-8160","2450 Mint Hill Rd","Johnson City","TN","37601-7800","39059"
"W.H. Brewster Elementary","35.1465114","-89.97267310000001","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 416-7150","2605 Sam Cooper Blvd","Memphis","TN","38112-2707","46469"
"RUTLEDGE","36.2701737","-83.53792399999998","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(865) 828-3002","272 Bryan Rd","Rutledge","TN","37861-3618","56970"
"Woodbury Head Start","35.824286","-86.079276","MID-CUMBERLAND COMMUNITY ACTION
412 Vine Street
Murfreesboro, TN 37130-
(615)893-6614 - 1026
","04CH4771","000","Head Start","Head Start","MID-CUMBERLAND COMMUNITY ACTION","","412 Vine Street ","Murfreesboro","TN","37130","(615) 563-5852","630 Lehman St","Woodbury","TN","37190-1445","48601"
"CHARLOTTE HEAD START","36.1772797","-87.3397319","Highland Rim Economic Corporation
3215 Highway 149
Erin, TN 37061-5407
(931)289-4135
","04CH4663","000","Head Start","Head Start","Highland Rim Economic Corporation","","3215 Highway 149 ","Erin","TN","37061-5407","(615) 789-3316","125 Doyles Hill Dr
PO Box 521","Charlotte","TN","37036-4907","32863"
"Savannah","35.2154276","-88.23725130000003","SOUTHWEST HUMAN RESOURCE AGENCY
1527 White Ave
Henderson, TN 38340-7625
(731)989-5111
","04CH4711","000","Head Start","Head Start","SOUTHWEST HUMAN RESOURCE AGENCY","","1527 White Ave ","Henderson","TN","38340-7625","(731) 925-8658","710 Hickory St","Savannah","TN","38372-2737","43943"
"Oakdale Pre K","35.9818842","-84.57849709999999","COMMUNITY ACTION SERVICE OF MORGAN COUNTY HEAD START
105 Longview Dr
Wartburg, TN 37887-4205
(423)346-6633
","04CH4714","000","Head Start","Head Start","COMMUNITY ACTION SERVICE OF MORGAN COUNTY HEAD START","","105 Longview Dr ","Wartburg","TN","37887-4205","(423) 346-6633","225 Clifty Creek Rd","Oakdale","TN","37829-2309","43734"
"Celina Head Start","36.547036","-85.507923","Livingston Byrdstown Jamestown & Cookeville Dev Corp
1150 Chocolate Drive
Cookeville, TN 38501-2006
(931)528-3361
","04CH4696","000","Head Start","Head Start","Livingston Byrdstown Jamestown & Cookeville Dev Corp","","1150 Chocolate Drive ","Cookeville","TN","38501-2006","(931) 243-2266","306 Williamson St","Celina","TN","38551-4032","41640"
"CHARLESTON HEAD START / PRE-K","35.2832585","-84.760695","Family Resource Agency, Inc.
3680 Michigan Avenue Rd NE
Cleveland, TN 37323-5721
(423)303-3536
","04CH010316","000","Head Start","Head Start","Family Resource Agency, Inc.","","3680 Michigan Avenue Rd NE ","Cleveland","TN","37323-5721","(423) 336-6746","8797 Hiwassee St NW","Charleston","TN","37310-6332","81991"
"Scenic Hills Elementary","35.2044877","-89.94816220000001","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 416-4342","3450 Scenic Hwy","Memphis","TN","38128-5350","46502"
"Rhea Pre-K/Head Start","36.3006406","-88.29405380000003","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 644-3726","115 S Wilson St","Paris","TN","38242-5029","84608"
"Berry Head Start","36.122895","-86.75709","Metropolitan Action Commission
800 2nd Ave N
Nashville, TN 37201-1083
(615)862-8860 - 70146
","04CH010156","000","Head Start","Head Start","Metropolitan Action Commission","","800 2nd Ave N ","Nashville","TN","37201-1083","(615) 862-8911","2233 Winford Ave","Nashville","TN","37211-2100","56848"
"MAYNARDVILLE","36.2575664","-83.77829209999999","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(865) 992-7445","122 Richardson Way","Maynardville","TN","37807-3800","56953"
"Winchester Head Start","35.211696","-86.136507","South Central Human Resource Agency
1437 Winchester Hwy
Fayetteville, TN 37334-2757
(931)433-7182 - 182
","04CH4650","000","Head Start","Head Start","South Central Human Resource Agency","","1437 Winchester Hwy ","Fayetteville","TN","37334-2757","(931) 967-1543","677 Myers Rd","Winchester","TN","37398-4585","32663"
"Andersonville PreK/Head Start","36.1963843","-84.0355821","Anderson County Schools' Preschool
708 N Main St
Clinton, TN 37716-3143
(865)463-2833
","04CH9994","000","Head Start","Head Start","Anderson County Schools' Preschool","","708 N Main St ","Clinton","TN","37716-3143","(865) 494-7695","1951 Mountain Rd","Andersonville","TN","37705-4115","85618"
"HOUSTON HEAD START","36.362267","-87.65576999999996","Highland Rim Economic Corporation
3215 Highway 149
Erin, TN 37061-5407
(931)289-4135
","04CH4663","000","Head Start","Head Start","Highland Rim Economic Corporation","","3215 Highway 149 ","Erin","TN","37061-5407","(931) 289-4135","3215 Highway 149","Erin","TN","37061-5332","32858"
"Hartsville Head Start","36.3842906","-86.1397265","MID-CUMBERLAND COMMUNITY ACTION
412 Vine Street
Murfreesboro, TN 37130-
(615)893-6614 - 1026
","04CH4771","000","Head Start","Head Start","MID-CUMBERLAND COMMUNITY ACTION","","412 Vine Street ","Murfreesboro","TN","37130","(615) 542-9558","115 Lock Six Rd
Trousdale Elementary","Hartsville","TN","37074-2019","48600"
"South Cookeville Head Start","36.1521497","-85.51543520000001","Livingston Byrdstown Jamestown & Cookeville Dev Corp
1150 Chocolate Drive
Cookeville, TN 38501-2006
(931)528-3361
","04CH4696","000","Head Start","Head Start","Livingston Byrdstown Jamestown & Cookeville Dev Corp","","1150 Chocolate Drive ","Cookeville","TN","38501-2006","(931) 372-8021","571 S Willow Ave","Cookeville","TN","38501-3801","41644"
"Highland Head Start/Pre-K","36.1684709","-82.83547799999997","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY
301 Louis St
Kingsport, TN 37660-5181
(423)230-3732
","04CH4688","000","Head Start","Head Start","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY","","301 Louis St ","Kingsport","TN","37660-5181","(423) 638-3341","208 N Highland Ave","Greeneville","TN","37745-3830","39075"
"PARROTTSVILLE","36.028954","-83.03806399999996","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(423) 625-8603","1903 Old Parrottsville Hwy","Parrottsville","TN","37843-2678","56943"
"Covington Pike Head Start","35.20365","-89.895918","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 922-0891","5025 English Towne Dr","Memphis","TN","38128-0916","46439"
"Willow Oaks Elementary","35.084921","-89.91534999999999","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 416-2196","4417 Willow Rd","Memphis","TN","38117-6915","46459"
"Claxton Head Start","36.04287482001034","-84.11033281611327","Anderson County Schools' Preschool
708 N Main St
Clinton, TN 37716-3143
(865)463-2833
","04CH9994","000","Head Start","Head Start","Anderson County Schools' Preschool","","708 N Main St ","Clinton","TN","37716-3143","(865) 945-3816","2218 Clinton Hwy","Powell","TN","37849-7607","56865"
"Middleton","35.0619609","-88.89803","SOUTHWEST HUMAN RESOURCE AGENCY
1527 White Ave
Henderson, TN 38340-7625
(731)989-5111
","04CH4711","000","Head Start","Head Start","SOUTHWEST HUMAN RESOURCE AGENCY","","1527 White Ave ","Henderson","TN","38340-7625","(731) 376-8216","224 Roosevelt Rd
P O Box 173","Middleton","TN","38052-3414","43935"
"Central Head Start","36.3316781","-82.28743800000001","Carter County Head Start
305 Academy Street
Elizabethton, TN 37643-2208
(423)547-4009
","04CH4688","002","Head Start","Head Start","Carter County Head Start","","305 Academy Street ","Elizabethton","TN","37643-2208","(423) 547-8335","252 Taylortown Rd","Johnson City","TN","37601-8187","40772"
"Mosheim","36.1952479","-82.95552759999998","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY
301 Louis St
Kingsport, TN 37660-5181
(423)230-3732
","04CH4688","000","Head Start","Head Start","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY","","301 Louis St ","Kingsport","TN","37660-5181","(423) 422-9072","299 W School Street","Greeneville","TN","37743","39058"
"Child Development Center","36.4332927","-83.57246150000003","Clinch-Powell Educational Cooperative
106 Ingle Dr
Tazewell, TN 37879-3640
(423)626-9270
","04CH010267","000","Head Start","Head Start","Clinch-Powell Educational Cooperative","","106 Ingle Dr ","Tazewell","TN","37879-3640","(423) 626-2517","775 Blue Top Rd","Tazewell","TN","37879-6003","80756"
"Franklin County Pre-K","35.1853339","-86.11044909999998","South Central Human Resource Agency
1437 Winchester Hwy
Fayetteville, TN 37334-2757
(931)433-7182 - 182
","04CH4650","000","Head Start","Head Start","South Central Human Resource Agency","","1437 Winchester Hwy ","Fayetteville","TN","37334-2757","(931) 967-0626","215 S College St","Winchester","TN","37398-1519","32670"
"Ray McElhaney Early Learning Center","36.16140000000001","-83.41819299999997","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(423) 586-7120","7222 W Andrew Johnson Hwy","Talbott","TN","37877-8614","56971"
"Hardin County","35.2161639","-88.24814850000001","SOUTHWEST HUMAN RESOURCE AGENCY
1527 White Ave
Henderson, TN 38340-7625
(731)989-5111
","04CH4711","000","Head Start","Head Start","SOUTHWEST HUMAN RESOURCE AGENCY","","1527 White Ave ","Henderson","TN","38340-7625","(731) 925-3890","425 South St","Savannah","TN","38372-3037","43942"
"Ross Elementary","35.015276","-89.83791400000001","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 416-1990","4890 Ross Rd","Memphis","TN","38141-8433","46505"
"Lincoln Head Start","35.6323353","-88.79952049999997","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 423-0928","219 Lincoln Cir","Jackson","TN","38301-4656","84605"
"Kenton Head Start","36.1917421","-89.00929859999997","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 749-6435","Hwy 45, 633 South Poplar St","Kenton","TN","38233","84588"
"Miles Head Start","36.4284576","-89.0454456","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 885-1533","1015 E College St","Union City","TN","38261-3603","84591"
"MCS - Mitchell Neilson Primary","35.8609676","-86.3997874","MID-CUMBERLAND COMMUNITY ACTION
412 Vine Street
Murfreesboro, TN 37130-
(615)893-6614 - 1026
","04CH4771","000","Head Start","Head Start","MID-CUMBERLAND COMMUNITY ACTION","","412 Vine Street ","Murfreesboro","TN","37130","(615) 542-9565","1303 Jones Blvd","Murfreesboro","TN","37129-2313","49513"
"Hal Henard","36.149906","-82.84146399999997","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY
301 Louis St
Kingsport, TN 37660-5181
(423)230-3732
","04CH4688","000","Head Start","Head Start","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY","","301 Louis St ","Kingsport","TN","37660-5181","(423) 636-8511","425 E Vann Rd","Greeneville","TN","37743-7203","39067"
"Wayne County Pre-K","35.30811044467175","-87.76205040713194","South Central Human Resource Agency
1437 Winchester Hwy
Fayetteville, TN 37334-2757
(931)433-7182 - 182
","04CH4650","000","Head Start","Head Start","South Central Human Resource Agency","","1437 Winchester Hwy ","Fayetteville","TN","37334-2757","(931) 722-7442","115 Helton St","Waynesboro","TN","38485-2700","32655"
"Oak Ridge Schools Preschool","36.0250707","-84.25100909999998","Oak Ridge Schools' Preschool
304 New York Ave
Oak Ridge, TN 37830-5217
(865)425-9101
","04CH9994","001","Head Start","Head Start","Oak Ridge Schools' Preschool","","304 New York Ave ","Oak Ridge","TN","37830-5217","(865) 425-9101","304 New York Ave","Oak Ridge","TN","37830-5217","57867"
"Cedarwood Head Start","36.18634","-86.29600199999999","MID-CUMBERLAND COMMUNITY ACTION
412 Vine Street
Murfreesboro, TN 37130-
(615)893-6614 - 1026
","04CH4771","000","Head Start","Head Start","MID-CUMBERLAND COMMUNITY ACTION","","412 Vine Street ","Murfreesboro","TN","37130","(615) 449-7163","103 Cedarwood Dr","Lebanon","TN","37087-4144","48602"
"Porter Leath Preschool (KIPP)","35.167013","-90.040279","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 791-9391","230 Henry Ave","Memphis","TN","38107-2483","46507"
"WCS - WA Wright","36.2284793","-86.53767859999999","MID-CUMBERLAND COMMUNITY ACTION
412 Vine Street
Murfreesboro, TN 37130-
(615)893-6614 - 1026
","04CH4771","000","Head Start","Head Start","MID-CUMBERLAND COMMUNITY ACTION","","412 Vine Street ","Murfreesboro","TN","37130","(615) 542-9556","5017 Market Pl","Mount Juliet","TN","37122-2869","48612"
"Hollow Rock/Bruceton Pre K Head Start","36.03486","-88.2616916","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 418-4173","29590 Broad St","Bruceton","TN","38317","84590"
"North Ridge Crossing Head Start Center","36.00413","-83.94658500000003","KNOXVILLE KNOX COUNTY COMMUNITY ACTION COMMISSION
2400 Piedmont St
Knoxville, TN 37921-7048
(865)522-2193
","04CH4692","000","Head Start","Head Start","KNOXVILLE KNOX COUNTY COMMUNITY ACTION COMMISSION","","2400 Piedmont St ","Knoxville","TN","37921-7048","(865) 689-1183","1008 Breda Dr","Knoxville","TN","37918-1460","39028"
"Crockett Co Head Start","35.7768504","-89.1193265","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 696-3217","151 Conley Rd","Alamo","TN","38001-2125","84600"
"Elk Valley Head Start Center","36.426938","-84.2278796","Clinch-Powell Educational Cooperative
106 Ingle Dr
Tazewell, TN 37879-3640
(423)626-9270
","04CH010267","000","Head Start","Head Start","Clinch-Powell Educational Cooperative","","106 Ingle Dr ","Tazewell","TN","37879-3640","(423) 784-2193","6693 Highway 97","Pioneer","TN","37847","80758"
"Mary Blount Head Start","35.7577817","-84.0343914","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(865) 982-0608","321 Old Glory Rd","Maryville","TN","37801-7841","56974"
"Weaver","36.52526599999999","-82.18658299999998","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY
301 Louis St
Kingsport, TN 37660-5181
(423)230-3732
","04CH4688","000","Head Start","Head Start","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY","","301 Louis St ","Kingsport","TN","37660-5181","(423) 844-0038","3341 Weaver Pike","Bristol","TN","37620-8393","39043"
"Northside Head Start","35.5093639","-86.45786930000003","South Central Human Resource Agency
1437 Winchester Hwy
Fayetteville, TN 37334-2757
(931)433-7182 - 182
","04CH4650","000","Head Start","Head Start","South Central Human Resource Agency","","1437 Winchester Hwy ","Fayetteville","TN","37334-2757","(1) 931-773","105 Northside Cir","Shelbyville","TN","37160-2374","47838"
"Douglas Dam","35.9045635","-83.57874019999997","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(865) 428-5010","1395 Douglas Dam Rd","Sevierville","TN","37876-1568","56966"
"Ashland City Head Start","36.2721332","-87.06252089999998","MID-CUMBERLAND COMMUNITY ACTION
412 Vine Street
Murfreesboro, TN 37130-
(615)893-6614 - 1026
","04CH4771","000","Head Start","Head Start","MID-CUMBERLAND COMMUNITY ACTION","","412 Vine Street ","Murfreesboro","TN","37130","(615) 792-1224","104B Elizabeth St","Ashland City","TN","37015-1101","48596"
"Woodmore","35.031284","-85.22544200000004","Chattanooga YFD Head Start/EHS Program
2302 Ocoee St
Chattanooga, TN 37406-3564
(423)643-6537
","04CH010085","000","Head Start","Head Start","Chattanooga YFD Head Start/EHS Program","","2302 Ocoee St ","Chattanooga","TN","37406-3564","(423) 493-0394","800 Woodmore Ln","Chattanooga","TN","37411-2309","56821"
"Ganns Middle Valley","35.1907808","-85.1907158","Chattanooga YFD Head Start/EHS Program
2302 Ocoee St
Chattanooga, TN 37406-3564
(423)643-6537
","04CH010085","000","Head Start","Head Start","Chattanooga YFD Head Start/EHS Program","","2302 Ocoee St ","Chattanooga","TN","37406-3564","(423) 843-4700","1609 Thrasher Pike","Hixson","TN","37343-1688","86359"
"Charjean Elementary","35.0865","-89.98138399999999","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 416-5016","2140 Charjean Rd","Memphis","TN","38114-5305","58828"
"Clinton Head Start/ Early Head Start","36.111294","-84.13208889999999","Anderson County Schools' Preschool
708 N Main St
Clinton, TN 37716-3143
(865)463-2833
","04CH9994","000","Head Start","Head Start","Anderson County Schools' Preschool","","708 N Main St ","Clinton","TN","37716-3143","(865) 463-2833","708 N Main St","Clinton","TN","37716-3143","56869"
"Michigan Ave HS","35.1637409","-84.82103569999998","Family Resource Agency, Inc.
3680 Michigan Avenue Rd NE
Cleveland, TN 37323-5721
(423)303-3536
","04CH010316","000","Head Start","Head Start","Family Resource Agency, Inc.","","3680 Michigan Avenue Rd NE ","Cleveland","TN","37323-5721","(423) 303-3536","188 Michigan Avenue School Rd NE","Cleveland","TN","37323-5408","82088"
"George Clem","36.1639298","-82.83981189999997","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY
301 Louis St
Kingsport, TN 37660-5181
(423)230-3732
","04CH4688","000","Head Start","Head Start","UPPER EAST TENNESSEE HUMAN DEVELOPMENT AGENCY","","301 Louis St ","Kingsport","TN","37660-5181","(423) 639-3031","310 Floral St","Greeneville","TN","37743-3612","39062"
"NORTHWEST","35.9887049","-83.17836490000002","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(423) 623-5687","350 Woodson Rd","Newport","TN","37821-5144","56940"
"Valley View Head Start Center","36.41683099999999","-84.03276210000001","Clinch-Powell Educational Cooperative
106 Ingle Dr
Tazewell, TN 37879-3640
(423)626-9270
","04CH010267","000","Head Start","Head Start","Clinch-Powell Educational Cooperative","","106 Ingle Dr ","Tazewell","TN","37879-3640","(423) 562-7090","1189 Old Middlesboro Hwy","La Follette","TN","37766-5142","80761"
"Clifton Hills Elementary","35.009263","-85.291343","Chattanooga YFD Head Start/EHS Program
2302 Ocoee St
Chattanooga, TN 37406-3564
(423)643-6537
","04CH010085","000","Head Start","Head Start","Chattanooga YFD Head Start/EHS Program","","2302 Ocoee St ","Chattanooga","TN","37406-3564","(423) 493-0357","1815 E 32nd St","Chattanooga","TN","37407-1721","86356"
"Dyersburg Central Head Start","36.0326915","-89.40646620000001","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 285-3776","1400 Hornbrook St","Dyersburg","TN","38024-4305","84602"
"McKenzie Head Start","36.130418","-88.53209800000002","Northwest Tennessee Head Start
938 C Walnut Avenue West
McKenzie, TN 38201-1970
(731)352-4743 - 6502
","04CH010416","000","Head Start","Head Start","Northwest Tennessee Head Start","","938 C Walnut Avenue West ","McKenzie","TN","38201-1970","(731) 352-7170","938 Walnut Ave W","Mc Kenzie","TN","38201-1943","84593"
"Martin Luther King Head Start","35.1299381","-90.04434789999999","Shelby County Board of Education
160 S. Hollywood St.
Memphis, TN 38112-4801
(901)416-0036
","04CH4727","000","Head Start","Head Start","Shelby County Board of Education","","160 S. Hollywood St. ","Memphis","TN","38112-4801","(901) 922-0872","626 S Lauderdale St","Memphis","TN","38126-2756","46444"
"Ellen Myers Head Start Center","36.5869548","-83.65451949999999","Clinch-Powell Educational Cooperative
106 Ingle Dr
Tazewell, TN 37879-3640
(423)626-9270
","04CH010267","000","Head Start","Head Start","Clinch-Powell Educational Cooperative","","106 Ingle Dr ","Tazewell","TN","37879-3640","(423) 869-4513","305 Nettleton Road","Cumberland Gap","TN","37752","80759"
"Parsons","35.645156","-88.13002119999999","SOUTHWEST HUMAN RESOURCE AGENCY
1527 White Ave
Henderson, TN 38340-7625
(731)989-5111
","04CH4711","000","Head Start","Head Start","SOUTHWEST HUMAN RESOURCE AGENCY","","1527 White Ave ","Henderson","TN","38340-7625","(731) 847-4234","140 Texas Ave","Parsons","TN","38363-2410","43933"
"WHITE PINE","36.0980174","-83.29700889999998","Douglas-Cherokee Economic Authority, Inc.
534 E 1st North St
Morristown, TN 37814-4716
(423)587-4501 - 129
","04CH9999","000","Head Start","Head Start","Douglas-Cherokee Economic Authority, Inc.","","534 E 1st North St ","Morristown","TN","37814-4716","(865) 674-7727","3056 Roy Messer Hwy","White Pine","TN","37890-3510","56958"
